prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
4,33,4,31,4,30,1,0,0
4,31,4,31,4,32,2,0,0
4,31,4,31,4,30,3,0,0
4,31,4,31,4,30,4,0,0
4,31,4,31,4,30,5,0,0
4,33,4,31,4,30,6,0,0
4,31,4,31,4,32,7,0,0
4,31,4,31,4,30,8,0,0
4,31,4,31,4,30,9,0,0
4,31,4,31,4,30,10,0,0
4,31,4,31,4,30,11,0,0
4,33,4,31,4,30,12,0,0
4,33,4,31,4,30,13,0,0
4,31,4,31,4,32,14,0,0
4,33,4,31,4,30,15,0,0
4,33,4,31,4,30,16,0,0
4,33,4,31,4,30,17,0,0
4,31,4,31,4,30,18,0,0
4,31,4,31,4,30,19,0,0
4,33,4,31,4,32,20,0,0
4,31,4,31,4,32,21,0,0
4,33,4,31,4,30,22,0,0
4,31,4,31,4,30,23,0,0
4,31,4,31,4,30,24,0,0
4,31,4,31,4,30,25,0,0
4,31,4,31,4,30,26,0,0
4,33,4,31,4,32,27,0,0
4,31,4,31,4,30,28,0,0
4,31,4,31,4,32,29,0,0
4,33,4,31,4,30,30,0,0
4,31,4,31,4,30,31,0,0
4,31,4,31,4,30,32,0,0
4,31,4,31,4,32,33,0,0
4,31,4,31,4,30,34,0,0
4,31,4,31,4,30,35,0,0
4,31,4,31,4,30,36,0,0
4,33,4,31,4,30,37,0,0
4,31,4,31,4,30,38,0,0
4,31,4,31,4,30,39,0,0
4,31,4,31,4,30,40,0,0
4,31,4,31,4,30,41,0,0
4,31,4,31,4,30,42,0,0
4,31,4,31,4,30,43,0,0
4,31,4,31,4,30,44,0,0
4,33,4,31,4,30,45,0,0
4,31,4,31,4,30,46,0,0
4,31,4,31,4,30,47,0,0
4,31,4,31,4,30,48,0,0
4,31,4,31,4,30,49,0,0
4,31,4,31,4,30,50,0,0
4,31,4,31,4,30,51,0,0
4,31,4,31,4,30,52,0,0
4,31,4,31,4,30,53,0,0
4,31,4,31,4,30,54,0,0
4,31,4,31,4,30,55,0,0
4,31,4,31,4,30,56,0,0
4,31,4,31,4,30,57,0,0
4,31,4,31,4,30,58,0,0
4,31,4,31,4,30,59,0,0
4,31,4,31,4,30,60,0,0
4,31,4,31,4,30,61,0,0
4,31,4,31,4,30,62,0,0
4,31,4,31,4,30,63,0,0
4,31,4,31,4,30,64,0,0
4,31,4,31,4,30,65,0,0
4,31,4,31,4,30,66,0,0
4,31,4,31,4,30,67,0,0
4,31,4,31,4,30,68,0,0
4,31,4,31,4,30,69,0,0
4,31,4,31,4,30,70,0,0
4,31,4,31,4,30,71,0,0
4,31,4,31,4,30,72,0,0
4,31,4,31,4,30,73,0,0
4,31,4,31,4,30,74,0,0
4,31,4,31,4,30,75,0,0
4,31,4,31,4,30,76,0,0
4,31,4,31,4,30,77,0,0
4,31,4,31,4,30,78,0,0
4,31,4,31,4,30,79,0,0
4,31,4,31,4,30,80,0,0
4,31,4,31,4,30,81,0,0
4,31,4,31,4,30,82,0,0
4,31,4,31,4,30,83,0,0
4,31,4,31,4,30,84,0,0
4,31,4,31,4,30,85,0,0
4,31,4,31,4,30,86,0,0
4,31,4,31,4,30,87,0,0
4,31,4,31,4,30,88,0,0
4,31,4,31,4,32,89,0,0
4,31,4,31,4,30,90,0,0
4,31,4,31,4,30,91,0,0
4,31,4,31,4,30,92,0,0
4,31,4,31,4,30,93,0,0
4,31,4,31,4,32,94,0,0
4,31,4,31,4,30,95,0,0
4,31,4,31,4,30,96,0,0
4,31,4,31,4,30,97,0,0
4,31,4,31,4,30,98,0,0
4,31,4,31,4,32,99,0,0
4,31,4,31,4,32,100,0,0
4,31,4,31,4,32,101,0,0
4,31,4,31,4,30,102,0,0
4,31,4,31,4,32,103,0,0
4,31,4,31,4,30,104,0,0
4,31,4,31,4,30,105,0,0
4,31,4,31,4,30,106,0,0
4,31,4,31,4,30,107,0,0
4,31,4,31,4,30,108,0,0
4,31,4,31,4,30,109,0,0
4,31,4,31,4,30,110,0,0
4,31,4,31,4,32,111,0,0
4,31,4,31,4,30,112,0,0
4,31,4,31,4,30,113,0,0
4,31,4,31,4,32,114,0,0
4,31,4,31,4,30,115,0,0
4,31,4,31,4,30,116,0,0
4,31,4,32,4,30,117,0,0
4,31,4,31,4,30,118,0,0
4,31,4,31,4,30,119,0,0
4,31,4,31,4,30,120,0,0
4,31,4,31,4,30,121,0,0
4,31,4,31,4,30,122,0,0
4,31,4,31,4,30,123,0,0
4,31,4,31,4,30,124,0,0
4,31,4,31,4,30,125,0,0
4,31,4,31,4,30,126,0,0
4,31,4,31,4,30,127,0,0
4,31,4,31,4,30,128,0,0
4,31,4,31,4,30,129,0,0
4,31,4,31,4,30,130,0,0
4,31,4,31,4,30,131,0,0
4,31,4,31,4,30,132,0,0
4,31,4,31,4,30,133,0,0
4,31,4,31,4,30,134,0,0
4,31,4,31,4,30,135,0,0
4,31,4,31,4,30,136,0,0
4,31,4,31,4,30,137,0,0
4,31,4,31,4,30,138,0,0
4,31,4,31,4,30,139,0,0
4,31,4,31,4,30,140,0,0
4,31,4,31,4,30,141,0,0
4,31,4,31,4,30,142,0,0
4,29,4,31,4,30,143,0,0
4,31,4,31,4,30,144,0,0
4,31,4,31,4,30,145,0,0
4,31,4,31,4,30,146,0,0
4,31,4,31,4,30,147,0,0
4,31,4,31,4,30,148,0,0
4,31,4,31,4,30,149,0,0
4,29,4,31,4,30,150,0,0
4,29,4,31,4,30,151,0,0
4,29,4,31,4,30,152,0,0
4,29,4,31,4,30,153,0,0
4,29,4,31,4,30,154,0,0
4,29,4,31,4,30,155,0,0
4,31,4,31,4,30,156,0,0
4,31,4,31,4,30,157,0,0
4,29,4,31,4,30,158,0,0
4,31,4,31,4,30,159,0,0
4,31,4,31,4,30,160,0,0
4,29,4,31,4,30,161,0,0
4,31,4,31,4,30,162,0,0
4,31,4,31,4,30,163,0,0
4,31,4,31,4,30,164,0,0
4,31,4,31,4,30,165,0,0
4,29,4,31,4,30,166,0,0
4,29,4,31,4,30,167,0,0
4,31,4,31,4,30,168,0,0
4,31,4,31,4,30,169,0,0
4,29,4,31,4,30,170,0,0
4,29,4,31,4,30,171,0,0
4,29,4,31,4,30,172,0,0
4,31,4,31,4,30,173,0,0
